# replicaCount=1
spring-app-1  | 2026-05-11T01:36:38.755Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1201 aggregateId=-35000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=539 openSearchWriteMs=438 outboxStateTransitionMs=140 relayProcessingMs=1118
spring-app-1  | 2026-05-11T01:36:39.156Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1213 aggregateId=-35000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=8 openSearchWriteMs=11 outboxStateTransitionMs=10 relayProcessingMs=29
spring-app-1  | 2026-05-11T01:36:39.183Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1214 aggregateId=-35000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=7 openSearchWriteMs=11 outboxStateTransitionMs=6 relayProcessingMs=26
spring-app-1  | 2026-05-11T01:36:39.211Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1215 aggregateId=-35000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=8 openSearchWriteMs=8 outboxStateTransitionMs=9 relayProcessingMs=27
spring-app-1  | 2026-05-11T01:36:39.234Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1216 aggregateId=-35000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=7 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=22
spring-app-1  | 2026-05-11T01:36:39.262Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1217 aggregateId=-35000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=11 openSearchWriteMs=8 outboxStateTransitionMs=7 relayProcessingMs=27
spring-app-1  | 2026-05-11T01:36:39.284Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1218 aggregateId=-35000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=5 relayProcessingMs=21
spring-app-1  | 2026-05-11T01:36:39.309Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1219 aggregateId=-35000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=7 openSearchWriteMs=9 outboxStateTransitionMs=7 relayProcessingMs=24
spring-app-1  | 2026-05-11T01:36:39.331Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1220 aggregateId=-35000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=49475 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=21

# replicaCount=2
spring-app-2  | 2026-05-11T01:37:18.634Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1301 aggregateId=-35000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=858 openSearchWriteMs=305 outboxStateTransitionMs=135 relayProcessingMs=1300
spring-app-2  | 2026-05-11T01:37:18.669Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1302 aggregateId=-35000002 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=11 openSearchWriteMs=14 outboxStateTransitionMs=8 relayProcessingMs=34
spring-app-2  | 2026-05-11T01:37:18.699Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1303 aggregateId=-35000003 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=14 outboxStateTransitionMs=8 relayProcessingMs=29
spring-app-2  | 2026-05-11T01:37:18.725Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1304 aggregateId=-35000004 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=7 openSearchWriteMs=11 outboxStateTransitionMs=6 relayProcessingMs=25
spring-app-2  | 2026-05-11T01:37:18.748Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1305 aggregateId=-35000005 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=7 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=22
spring-app-2  | 2026-05-11T01:37:18.770Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1306 aggregateId=-35000006 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=9 outboxStateTransitionMs=5 relayProcessingMs=21
spring-app-2  | 2026-05-11T01:37:18.790Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1307 aggregateId=-35000007 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=8 outboxStateTransitionMs=5 relayProcessingMs=19
spring-app-2  | 2026-05-11T01:37:18.809Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1308 aggregateId=-35000008 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-2  | 2026-05-11T01:37:18.828Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1309 aggregateId=-35000009 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=6 outboxStateTransitionMs=5 relayProcessingMs=19
spring-app-2  | 2026-05-11T01:37:18.847Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1310 aggregateId=-35000010 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=6 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-2  | 2026-05-11T01:37:18.864Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1311 aggregateId=-35000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=4 openSearchWriteMs=5 outboxStateTransitionMs=6 relayProcessingMs=16
spring-app-2  | 2026-05-11T01:37:18.882Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1312 aggregateId=-35000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=4 openSearchWriteMs=6 outboxStateTransitionMs=6 relayProcessingMs=17
spring-app-2  | 2026-05-11T01:37:18.899Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1313 aggregateId=-35000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=4 openSearchWriteMs=6 outboxStateTransitionMs=5 relayProcessingMs=16
spring-app-2  | 2026-05-11T01:37:18.918Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1314 aggregateId=-35000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=8 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-2  | 2026-05-11T01:37:18.936Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1315 aggregateId=-35000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=17
spring-app-2  | 2026-05-11T01:37:18.957Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1316 aggregateId=-35000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=20
spring-app-2  | 2026-05-11T01:37:18.978Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1317 aggregateId=-35000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=7 openSearchWriteMs=6 outboxStateTransitionMs=6 relayProcessingMs=20
spring-app-2  | 2026-05-11T01:37:18.996Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1318 aggregateId=-35000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=5 openSearchWriteMs=6 outboxStateTransitionMs=5 relayProcessingMs=17
spring-app-2  | 2026-05-11T01:37:19.015Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1319 aggregateId=-35000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=6 outboxStateTransitionMs=6 relayProcessingMs=19
spring-app-2  | 2026-05-11T01:37:19.035Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1320 aggregateId=-35000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=29882 sourceDocumentLoadMs=6 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=19

# replicaCount=4
spring-app-1  | 2026-05-11T01:38:12.599Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1401 aggregateId=-35000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=896 openSearchWriteMs=426 outboxStateTransitionMs=161 relayProcessingMs=1484
spring-app-1  | 2026-05-11T01:38:12.646Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1402 aggregateId=-35000002 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=12 openSearchWriteMs=20 outboxStateTransitionMs=12 relayProcessingMs=46
spring-app-1  | 2026-05-11T01:38:12.677Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1403 aggregateId=-35000003 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=10 openSearchWriteMs=9 outboxStateTransitionMs=10 relayProcessingMs=30
spring-app-1  | 2026-05-11T01:38:12.708Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1404 aggregateId=-35000004 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=7 openSearchWriteMs=10 outboxStateTransitionMs=11 relayProcessingMs=30
spring-app-1  | 2026-05-11T01:38:12.734Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1405 aggregateId=-35000005 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=7 openSearchWriteMs=10 outboxStateTransitionMs=7 relayProcessingMs=25
spring-app-1  | 2026-05-11T01:38:12.764Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1406 aggregateId=-35000006 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=11 openSearchWriteMs=10 outboxStateTransitionMs=8 relayProcessingMs=29
spring-app-1  | 2026-05-11T01:38:12.789Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1407 aggregateId=-35000007 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=7 openSearchWriteMs=9 outboxStateTransitionMs=6 relayProcessingMs=24
spring-app-1  | 2026-05-11T01:38:12.815Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1408 aggregateId=-35000008 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=5 openSearchWriteMs=13 outboxStateTransitionMs=7 relayProcessingMs=26
spring-app-1  | 2026-05-11T01:38:12.843Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1409 aggregateId=-35000009 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=8 openSearchWriteMs=7 outboxStateTransitionMs=11 relayProcessingMs=27
spring-app-1  | 2026-05-11T01:38:12.873Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1410 aggregateId=-35000010 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=7 openSearchWriteMs=12 outboxStateTransitionMs=9 relayProcessingMs=30
spring-app-1  | 2026-05-11T01:38:12.898Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1411 aggregateId=-35000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=7 openSearchWriteMs=10 outboxStateTransitionMs=6 relayProcessingMs=24
spring-app-1  | 2026-05-11T01:38:12.926Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1412 aggregateId=-35000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=9 openSearchWriteMs=8 outboxStateTransitionMs=8 relayProcessingMs=26
spring-app-1  | 2026-05-11T01:38:12.948Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1413 aggregateId=-35000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=22
spring-app-1  | 2026-05-11T01:38:12.982Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1414 aggregateId=-35000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=14 openSearchWriteMs=11 outboxStateTransitionMs=7 relayProcessingMs=33
spring-app-1  | 2026-05-11T01:38:13.014Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1415 aggregateId=-35000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=10 openSearchWriteMs=8 outboxStateTransitionMs=12 relayProcessingMs=31
spring-app-1  | 2026-05-11T01:38:13.045Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1416 aggregateId=-35000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=12 openSearchWriteMs=9 outboxStateTransitionMs=8 relayProcessingMs=30
spring-app-1  | 2026-05-11T01:38:13.075Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1417 aggregateId=-35000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=5 openSearchWriteMs=14 outboxStateTransitionMs=8 relayProcessingMs=29
spring-app-1  | 2026-05-11T01:38:13.109Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1418 aggregateId=-35000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=8 openSearchWriteMs=14 outboxStateTransitionMs=10 relayProcessingMs=33
spring-app-1  | 2026-05-11T01:38:13.136Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1419 aggregateId=-35000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=8 openSearchWriteMs=10 outboxStateTransitionMs=7 relayProcessingMs=26
spring-app-1  | 2026-05-11T01:38:13.163Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1420 aggregateId=-35000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=39441 sourceDocumentLoadMs=9 openSearchWriteMs=7 outboxStateTransitionMs=9 relayProcessingMs=27

