# replicaCount=1
spring-app-1  | 2026-05-11T04:57:41.286Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7821 aggregateId=-36000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=491 openSearchWriteMs=120 outboxStateTransitionMs=107 relayProcessingMs=720
spring-app-1  | 2026-05-11T04:57:41.655Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7832 aggregateId=-36000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=7 openSearchWriteMs=8 outboxStateTransitionMs=9 relayProcessingMs=26
spring-app-1  | 2026-05-11T04:57:41.678Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7833 aggregateId=-36000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=6 openSearchWriteMs=10 outboxStateTransitionMs=6 relayProcessingMs=23
spring-app-1  | 2026-05-11T04:57:41.700Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7834 aggregateId=-36000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=7 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=21
spring-app-1  | 2026-05-11T04:57:41.722Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7835 aggregateId=-36000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=7 openSearchWriteMs=7 outboxStateTransitionMs=6 relayProcessingMs=21
spring-app-1  | 2026-05-11T04:57:41.740Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7836 aggregateId=-36000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=4 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-1  | 2026-05-11T04:57:41.759Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7837 aggregateId=-36000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=4 openSearchWriteMs=8 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-1  | 2026-05-11T04:57:41.777Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7838 aggregateId=-36000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=5 openSearchWriteMs=8 outboxStateTransitionMs=4 relayProcessingMs=18
spring-app-1  | 2026-05-11T04:57:41.803Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7839 aggregateId=-36000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=4 openSearchWriteMs=12 outboxStateTransitionMs=8 relayProcessingMs=25
spring-app-1  | 2026-05-11T04:57:41.825Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=7840 aggregateId=-36000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=618 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=6 relayProcessingMs=21

# replicaCount=2
spring-app-1  | 2026-05-11T04:59:20.225Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8821 aggregateId=-36000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=1026 openSearchWriteMs=109 outboxStateTransitionMs=104 relayProcessingMs=1241
spring-app-1  | 2026-05-11T04:59:20.248Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8822 aggregateId=-36000002 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=10 openSearchWriteMs=6 outboxStateTransitionMs=5 relayProcessingMs=22
spring-app-1  | 2026-05-11T04:59:20.271Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8823 aggregateId=-36000003 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=8 openSearchWriteMs=6 outboxStateTransitionMs=8 relayProcessingMs=22
spring-app-1  | 2026-05-11T04:59:20.294Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8824 aggregateId=-36000004 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=5 openSearchWriteMs=10 outboxStateTransitionMs=6 relayProcessingMs=22
spring-app-1  | 2026-05-11T04:59:20.319Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8825 aggregateId=-36000005 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=9 openSearchWriteMs=6 outboxStateTransitionMs=9 relayProcessingMs=25
spring-app-1  | 2026-05-11T04:59:20.345Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8826 aggregateId=-36000006 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=8 openSearchWriteMs=10 outboxStateTransitionMs=6 relayProcessingMs=25
spring-app-1  | 2026-05-11T04:59:20.372Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8827 aggregateId=-36000007 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=10 openSearchWriteMs=6 outboxStateTransitionMs=9 relayProcessingMs=26
spring-app-1  | 2026-05-11T04:59:20.396Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8828 aggregateId=-36000008 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=7 openSearchWriteMs=9 outboxStateTransitionMs=6 relayProcessingMs=23
spring-app-1  | 2026-05-11T04:59:20.426Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8829 aggregateId=-36000009 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=11 openSearchWriteMs=10 outboxStateTransitionMs=7 relayProcessingMs=29
spring-app-1  | 2026-05-11T04:59:20.459Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8830 aggregateId=-36000010 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=11 openSearchWriteMs=7 outboxStateTransitionMs=13 relayProcessingMs=32
spring-app-1  | 2026-05-11T04:59:20.489Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8831 aggregateId=-36000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=11 openSearchWriteMs=7 outboxStateTransitionMs=10 relayProcessingMs=30
spring-app-1  | 2026-05-11T04:59:20.514Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8832 aggregateId=-36000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=6 openSearchWriteMs=11 outboxStateTransitionMs=6 relayProcessingMs=23
spring-app-1  | 2026-05-11T04:59:20.539Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8833 aggregateId=-36000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=7 openSearchWriteMs=5 outboxStateTransitionMs=10 relayProcessingMs=24
spring-app-1  | 2026-05-11T04:59:20.562Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8834 aggregateId=-36000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=6 openSearchWriteMs=10 outboxStateTransitionMs=5 relayProcessingMs=23
spring-app-1  | 2026-05-11T04:59:20.585Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8835 aggregateId=-36000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=8 openSearchWriteMs=6 outboxStateTransitionMs=8 relayProcessingMs=22
spring-app-1  | 2026-05-11T04:59:20.608Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8836 aggregateId=-36000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=6 openSearchWriteMs=8 outboxStateTransitionMs=7 relayProcessingMs=22
spring-app-1  | 2026-05-11T04:59:20.637Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8837 aggregateId=-36000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=9 openSearchWriteMs=7 outboxStateTransitionMs=11 relayProcessingMs=28
spring-app-1  | 2026-05-11T04:59:20.676Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8838 aggregateId=-36000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=5 openSearchWriteMs=17 outboxStateTransitionMs=15 relayProcessingMs=38
spring-app-1  | 2026-05-11T04:59:20.710Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8839 aggregateId=-36000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=12 openSearchWriteMs=12 outboxStateTransitionMs=8 relayProcessingMs=34
spring-app-1  | 2026-05-11T04:59:20.751Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=8840 aggregateId=-36000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=566 sourceDocumentLoadMs=8 openSearchWriteMs=6 outboxStateTransitionMs=24 relayProcessingMs=39

# replicaCount=4
spring-app-4  | 2026-05-11T05:01:12.209Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9821 aggregateId=-36000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=2284 openSearchWriteMs=415 outboxStateTransitionMs=483 relayProcessingMs=3184
spring-app-4  | 2026-05-11T05:01:12.293Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9822 aggregateId=-36000002 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=22 openSearchWriteMs=45 outboxStateTransitionMs=15 relayProcessingMs=83
spring-app-4  | 2026-05-11T05:01:12.405Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9823 aggregateId=-36000003 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=20 openSearchWriteMs=30 outboxStateTransitionMs=60 relayProcessingMs=112
spring-app-4  | 2026-05-11T05:01:12.541Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9824 aggregateId=-36000004 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=40 openSearchWriteMs=43 outboxStateTransitionMs=50 relayProcessingMs=135
spring-app-4  | 2026-05-11T05:01:12.792Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9825 aggregateId=-36000005 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=67 openSearchWriteMs=95 outboxStateTransitionMs=86 relayProcessingMs=250
spring-app-4  | 2026-05-11T05:01:12.889Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9826 aggregateId=-36000006 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=38 openSearchWriteMs=38 outboxStateTransitionMs=19 relayProcessingMs=96
spring-app-4  | 2026-05-11T05:01:13.029Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9827 aggregateId=-36000007 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=25 openSearchWriteMs=63 outboxStateTransitionMs=51 relayProcessingMs=140
spring-app-4  | 2026-05-11T05:01:13.208Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9828 aggregateId=-36000008 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=42 openSearchWriteMs=79 outboxStateTransitionMs=50 relayProcessingMs=172
spring-app-4  | 2026-05-11T05:01:13.322Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9829 aggregateId=-36000009 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=46 openSearchWriteMs=36 outboxStateTransitionMs=30 relayProcessingMs=113
spring-app-4  | 2026-05-11T05:01:13.371Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9830 aggregateId=-36000010 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=20 openSearchWriteMs=12 outboxStateTransitionMs=14 relayProcessingMs=48
spring-app-4  | 2026-05-11T05:01:13.431Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9831 aggregateId=-36000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=21 openSearchWriteMs=20 outboxStateTransitionMs=16 relayProcessingMs=57
spring-app-4  | 2026-05-11T05:01:13.472Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9832 aggregateId=-36000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=14 openSearchWriteMs=16 outboxStateTransitionMs=9 relayProcessingMs=40
spring-app-4  | 2026-05-11T05:01:13.519Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9833 aggregateId=-36000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=16 openSearchWriteMs=18 outboxStateTransitionMs=11 relayProcessingMs=46
spring-app-4  | 2026-05-11T05:01:13.572Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9834 aggregateId=-36000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=10 openSearchWriteMs=17 outboxStateTransitionMs=23 relayProcessingMs=52
spring-app-4  | 2026-05-11T05:01:13.607Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9835 aggregateId=-36000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=7 openSearchWriteMs=12 outboxStateTransitionMs=15 relayProcessingMs=34
spring-app-4  | 2026-05-11T05:01:13.671Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9836 aggregateId=-36000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=19 openSearchWriteMs=26 outboxStateTransitionMs=17 relayProcessingMs=63
spring-app-4  | 2026-05-11T05:01:13.811Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9837 aggregateId=-36000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=35 openSearchWriteMs=17 outboxStateTransitionMs=87 relayProcessingMs=140
spring-app-4  | 2026-05-11T05:01:13.975Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9838 aggregateId=-36000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=96 openSearchWriteMs=20 outboxStateTransitionMs=46 relayProcessingMs=162
spring-app-4  | 2026-05-11T05:01:14.021Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9839 aggregateId=-36000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=14 openSearchWriteMs=18 outboxStateTransitionMs=12 relayProcessingMs=46
spring-app-4  | 2026-05-11T05:01:14.073Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=9840 aggregateId=-36000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=1101 sourceDocumentLoadMs=8 openSearchWriteMs=14 outboxStateTransitionMs=27 relayProcessingMs=50

