# replicaCount=1
spring-app-1  | 2026-05-11T03:58:05.373Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1501 aggregateId=-35000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=120 sourceDocumentLoadMs=420 openSearchWriteMs=277 outboxStateTransitionMs=79 relayProcessingMs=778
spring-app-2  | 2026-05-11T03:59:01.037Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1611 aggregateId=-35000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=6 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-2  | 2026-05-11T03:59:01.062Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1612 aggregateId=-35000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=6 openSearchWriteMs=11 outboxStateTransitionMs=6 relayProcessingMs=24
spring-app-2  | 2026-05-11T03:59:01.088Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1613 aggregateId=-35000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=10 openSearchWriteMs=7 outboxStateTransitionMs=7 relayProcessingMs=25
spring-app-2  | 2026-05-11T03:59:01.107Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1614 aggregateId=-35000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=5 openSearchWriteMs=7 outboxStateTransitionMs=5 relayProcessingMs=18
spring-app-2  | 2026-05-11T03:59:01.136Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1615 aggregateId=-35000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=7 openSearchWriteMs=8 outboxStateTransitionMs=11 relayProcessingMs=28
spring-app-2  | 2026-05-11T03:59:01.163Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1616 aggregateId=-35000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=9 openSearchWriteMs=11 outboxStateTransitionMs=6 relayProcessingMs=26
spring-app-2  | 2026-05-11T03:59:01.184Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1617 aggregateId=-35000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=7 openSearchWriteMs=7 outboxStateTransitionMs=6 relayProcessingMs=20
spring-app-2  | 2026-05-11T03:59:01.214Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1618 aggregateId=-35000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=9 openSearchWriteMs=9 outboxStateTransitionMs=8 relayProcessingMs=28
spring-app-2  | 2026-05-11T03:59:01.239Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1619 aggregateId=-35000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=8 openSearchWriteMs=7 outboxStateTransitionMs=8 relayProcessingMs=25
spring-app-2  | 2026-05-11T03:59:01.264Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1620 aggregateId=-35000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=4225 sourceDocumentLoadMs=8 openSearchWriteMs=9 outboxStateTransitionMs=6 relayProcessingMs=24

# replicaCount=4
spring-app-3  | 2026-05-11T04:01:19.270Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1701 aggregateId=-35000001 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=600 openSearchWriteMs=352 outboxStateTransitionMs=94 relayProcessingMs=1048
spring-app-3  | 2026-05-11T04:01:19.298Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1702 aggregateId=-35000002 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=9 openSearchWriteMs=11 outboxStateTransitionMs=7 relayProcessingMs=27
spring-app-3  | 2026-05-11T04:01:19.323Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1703 aggregateId=-35000003 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=6 openSearchWriteMs=10 outboxStateTransitionMs=8 relayProcessingMs=24
spring-app-3  | 2026-05-11T04:01:19.348Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1704 aggregateId=-35000004 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=9 outboxStateTransitionMs=7 relayProcessingMs=24
spring-app-3  | 2026-05-11T04:01:19.382Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1705 aggregateId=-35000005 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=10 openSearchWriteMs=15 outboxStateTransitionMs=6 relayProcessingMs=33
spring-app-3  | 2026-05-11T04:01:19.409Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1706 aggregateId=-35000006 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=9 outboxStateTransitionMs=9 relayProcessingMs=27
spring-app-3  | 2026-05-11T04:01:19.434Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1707 aggregateId=-35000007 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=10 outboxStateTransitionMs=6 relayProcessingMs=24
spring-app-3  | 2026-05-11T04:01:19.464Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1708 aggregateId=-35000008 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=11 outboxStateTransitionMs=8 relayProcessingMs=28
spring-app-3  | 2026-05-11T04:01:19.495Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1709 aggregateId=-35000009 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=10 outboxStateTransitionMs=12 relayProcessingMs=31
spring-app-3  | 2026-05-11T04:01:19.521Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1710 aggregateId=-35000010 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=7 openSearchWriteMs=9 outboxStateTransitionMs=8 relayProcessingMs=25
spring-app-3  | 2026-05-11T04:01:19.568Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1711 aggregateId=-35000011 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=10 openSearchWriteMs=27 outboxStateTransitionMs=9 relayProcessingMs=47
spring-app-3  | 2026-05-11T04:01:19.602Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1712 aggregateId=-35000012 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=11 openSearchWriteMs=12 outboxStateTransitionMs=9 relayProcessingMs=33
spring-app-3  | 2026-05-11T04:01:19.637Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1713 aggregateId=-35000013 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=8 openSearchWriteMs=17 outboxStateTransitionMs=8 relayProcessingMs=34
spring-app-3  | 2026-05-11T04:01:19.666Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1714 aggregateId=-35000014 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=11 openSearchWriteMs=8 outboxStateTransitionMs=8 relayProcessingMs=28
spring-app-3  | 2026-05-11T04:01:19.696Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1715 aggregateId=-35000015 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=10 openSearchWriteMs=9 outboxStateTransitionMs=9 relayProcessingMs=30
spring-app-3  | 2026-05-11T04:01:19.738Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1716 aggregateId=-35000016 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=12 openSearchWriteMs=17 outboxStateTransitionMs=11 relayProcessingMs=41
spring-app-3  | 2026-05-11T04:01:19.778Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1717 aggregateId=-35000017 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=14 openSearchWriteMs=13 outboxStateTransitionMs=11 relayProcessingMs=39
spring-app-3  | 2026-05-11T04:01:19.814Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1718 aggregateId=-35000018 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=12 openSearchWriteMs=13 outboxStateTransitionMs=9 relayProcessingMs=35
spring-app-3  | 2026-05-11T04:01:19.848Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1719 aggregateId=-35000019 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=10 openSearchWriteMs=10 outboxStateTransitionMs=11 relayProcessingMs=33
spring-app-3  | 2026-05-11T04:01:19.891Z  INFO 1 --- [marketplace] [   scheduling-1] .p.m.p.s.ProductSearchOutboxRelayService : product_search_outbox_indexing_latency eventId=1720 aggregateId=-35000020 eventType=PRODUCT_UPDATED resultStatus=DONE queueWaitMs=2810 sourceDocumentLoadMs=12 openSearchWriteMs=17 outboxStateTransitionMs=13 relayProcessingMs=43

